,ADI,AMD,AMKR,ENTG,FORM,FSLR,INTC,IPGP,KLIC,LSCC,MCHP,MPWR,MRVL,MU,OLED,ONTO,POWI,RMBS,SIMO,SLAB,SMTC,SPWR,STM,SWKS,TSEM,TSM,TXN,UCTT,UMC,XLNX,XPER
2021-09-22,173.1884265387,104.38,26.5522776573,133.5096027985,39.44,95.71,53.1330010364,159.59,65.8695019636,67.72,80.5207673984,506.6833698072,62.5684447851,73.7867213607,192.414416826,76.07,106.056620776,23.1,73.9491375624,145.42,81.23,22.25,45.7447638191,172.3035686549,31.24,115.3790890467,194.7255558501,46.7,11.74,153.5338304505,18.9578320527
2021-09-23,176.5555641959,106.15,26.9114967462,134.748856541,40.42,93.45,53.6593653457,162.63,66.7368618351,68.03,82.3556576333,516.4792682411,63.3371970188,73.8565479187,192.2046845124,78.09,106.3861442187,22.98,74.5845759088,146.82,82.39,22.53,46.4239437186,172.722071424,32.5,115.6977332902,197.4587902242,47.2,11.87,155.9094026549,19.2968990121
2021-09-24,177.850617141,105.8,26.9813449024,132.3802828556,40.36,91.15,53.8480619849,164.27,65.6302302749,68.1,82.4204771253,516.6488510042,63.5069215379,73.8665231412,190.4269534735,76.35,106.1165341292,23.0,74.534932288,146.12,81.44,22.19,46.344040201,172.0345311605,32.41,115.1500634967,199.4267189737,46.63,11.99,156.9474678198,19.2968990121
2021-09-27,176.2367819325,108.16,26.9813449024,130.3714925149,39.86,95.56,54.2850436757,164.2,63.7858443413,67.68,82.8093940772,507.8904000623,62.9677965948,74.9937232918,186.2622689611,76.84,106.0266640994,23.04,72.9562651461,146.14,81.7,23.48,46.3340522613,171.1178108091,32.37,115.6579027598,199.1086698828,47.01,11.9,159.3729470032,19.5262678375
2021-09-28,170.6381684315,101.52,25.7240780911,123.5755848943,38.13,95.25,53.6295711395,160.99,61.4030971082,64.46,78.9501412463,488.9869097037,60.6515560985,72.918876997,180.9190885915,74.78,101.7528449023,22.58,71.1194511761,140.8,77.38,22.78,43.7272,166.2053854478,31.28,111.4259089007,193.701835339,45.0,11.53,150.7789652051,19.0675301866
2021-09-29,168.1974917273,100.35,25.1154013015,125.9941284887,37.66,94.07,53.1230696343,159.1,58.3723223849,64.0,76.3224587633,484.0191322902,60.052528384,71.4624945015,172.7794773741,71.8,99.7058053336,22.29,69.2329935852,140.58,76.23,22.16,43.2877306533,165.9562766567,30.34,111.1470951876,191.892931135,41.95,11.32,148.0041371681,18.9478594951
2021-09-30,166.8426671079,102.9,24.8958785249,125.8242307982,37.33,95.46,52.914510191,158.4,58.1031417351,64.65,76.5318755835,484.0890469417,60.2122691079,70.9038820375,170.7420777565,72.25,98.8470472706,22.2,68.488339273,140.16,77.97,22.68,43.5773809045,164.1925864154,29.9,111.1769680855,191.0381742035,42.6,11.43,150.7090954344,18.788298573
2021-10-01,166.7330857048,102.45,25.0455531453,124.7848566915,38.0,96.57,53.4905315106,161.12,58.4919582292,65.74,76.1429586316,482.4909977647,59.7330469362,70.9138713137,171.650917782,73.06,100.3049388659,22.33,68.0713328582,140.34,78.72,24.87,43.2278030151,163.3356521739,30.04,111.087349392,192.6085415894,42.86,11.3,151.5874582663,18.868079034
2021-10-04,163.6349205824,100.34,24.7661605206,120.0776912661,36.0,95.01,53.1032068302,153.19,54.9826401285,63.52,73.1064147375,463.4442491364,57.4966768019,70.5442680965,165.6885277247,71.83,97.1594878213,22.15,66.7905274412,136.83,78.32,23.09,41.7895396985,159.1207314278,29.09,108.5581107092,189.2392090336,41.94,10.69,147.7446208769,18.1301097695
2021-10-05,164.7406965586,101.81,24.9956616052,121.0970774092,36.06,95.6,53.5799141292,153.9,55.3814262763,64.46,73.8044708051,468.9375431823,59.2937599456,70.4243967828,167.7359145953,73.23,98.7272205642,22.11,68.1805488239,137.43,78.39,22.68,42.5785869347,159.7684142848,29.29,108.7970938918,192.6979928961,42.21,10.89,151.4876443081,18.4292864984
2021-10-06,165.4181088683,103.64,25.1453362256,120.2875648838,35.93,95.18,53.6097083354,154.45,55.0524277044,64.05,73.6698457064,466.2508230035,63.6466946713,69.864997319,164.5499808795,72.71,98.7471916819,22.17,69.1237776194,136.54,77.76,23.84,42.1790693467,160.5555980648,29.11,108.8767549527,193.2048836346,41.1,10.53,153.5537932422,18.0802469813
2021-10-07,166.3445698213,106.45,25.6043383948,121.6767283533,36.25,97.52,53.8083363766,158.24,54.8330953231,66.01,74.4177629216,471.6242633611,65.1043287767,70.4643538874,169.833237731,73.09,99.9654298643,22.66,68.0713328582,139.19,78.72,24.72,42.0492261307,161.6616410975,29.51,110.3604422115,194.1192747707,42.56,10.96,157.7759236726,18.359478595
2021-10-08,167.9783289212,105.06,25.1054229935,121.107071391,35.63,98.67,53.4408745003,159.53,52.5600142806,64.79,72.8670812286,468.1485064011,64.5747003155,70.0448042895,168.7945634162,71.87,99.4062385674,22.29,66.6217391304,138.84,77.46,23.96,41.3500703518,160.2865605704,29.21,109.5737892353,194.0497015321,42.5,10.75,155.9792724256,18.1400823271
2021-10-11,167.2610688286,104.68,25.0455531453,122.4762468969,35.87,102.29,53.073412624,158.0,51.0944751874,63.43,71.7551776352,460.2681263971,63.3955275149,69.145769437,169.9131357553,72.32,98.1680292674,22.11,65.8969422666,138.52,76.58,26.14,40.7907457286,158.89155134,29.16,109.7928571527,192.1911021577,42.66,10.61,154.9112630732,18.1301097695
2021-10-12,163.3958338848,105.04,22.3713665944,121.5967764989,35.66,105.27,51.812124562,157.25,49.539209211,62.93,70.2992321228,461.1270778297,63.5454223624,66.6484504021,170.2327278521,70.64,98.2778704149,21.93,66.1451603706,138.58,75.77,27.45,40.7507939698,158.0844388567,28.5,108.7373480961,187.3309144887,42.27,10.34,155.6199421762,18.4093413831
2021-10-13,163.724578094,109.16,22.24164859,121.0371135184,34.79,106.02,51.9015071806,157.28,49.8482684755,63.31,70.0549124991,465.4018593782,63.3755415352,66.3088150134,172.739528362,70.17,97.7985635891,21.8,66.1352316465,139.9,74.76,28.21,41.3700462312,154.6666662423,28.74,109.5140434397,185.9593277846,42.63,10.16,161.3492633749,18.4990944018
2021-10-14,167.5599272005,111.99,22.3514099783,127.8230271571,36.2,106.2,53.5302571189,162.65,50.7455373081,66.11,72.2787196859,479.4746799431,65.2442306344,67.7272922252,176.3549139579,72.61,99.0168017714,22.33,67.4458232359,144.98,77.08,27.49,42.4287678392,159.6687707683,29.54,112.0831126529,191.3164671579,44.87,10.24,165.5015240346,18.7783260154
2021-10-15,171.3853143613,112.12,22.1418655098,129.9017753705,35.97,105.11,54.0864156344,165.08,49.0506961799,66.09,72.577886572,480.453485064,65.6039782685,67.6074209115,176.5846207776,72.2,98.197985944,22.2,67.1777476835,146.69,77.06,27.54,42.468719598,159.9577369661,30.21,114.3733681531,193.2645178392,44.61,10.39,166.839031074,18.5689023052
2021-10-18,172.6704053607,116.43,22.4112798265,129.5819679531,36.23,104.78,54.0963470365,163.22,49.8881470903,67.51,73.6050262144,489.7221702906,67.1229127234,67.1878713137,178.7718291906,72.9,97.9383614133,22.33,67.8231147541,148.21,77.08,27.44,42.7783457286,160.7050633395,30.3,114.8513345184,193.7217134072,44.1,10.38,170.0730033186,18.1899451153
2021-10-19,175.957847452,116.33,22.4013015184,129.1722146995,36.02,108.28,54.8312707891,164.14,51.7425026776,67.82,74.6421380862,495.4651595204,67.8024360322,67.497538874,182.0476481836,74.48,98.6373505343,22.3,68.796129722,149.45,78.52,29.57,43.1079477387,164.1626933605,31.06,116.4644710011,197.0214727244,45.1,10.62,169.9232823813,18.1101646542
2021-10-20,176.2467438782,116.39,23.0199566161,130.7512638231,35.75,103.23,54.9901732221,163.97,52.8391645841,67.84,74.6720547748,500.359185125,67.1428987031,68.1967882038,180.4097386871,73.1,99.3463252142,22.37,68.5975552388,149.71,77.71,28.8,42.7583698492,165.0495206569,31.33,115.1002753336,198.1644616445,44.38,10.42,170.053040527,18.2697255763
2021-10-21,178.1295516214,119.33,23.1097613883,133.7894342887,36.16,106.29,55.6158515521,164.1,56.1789985719,69.43,75.7989167126,516.8690306848,67.0229828251,68.5663914209,181.488362014,73.39,102.0424261096,22.68,68.7762722737,152.63,78.89,29.76,43.827079397,166.3747794258,31.12,115.7973096163,200.0628171553,43.62,10.37,173.4167709171,18.1101646542
2021-10-22,177.7410357379,119.82,22.231670282,137.1973820808,37.15,106.22,49.120714603,162.02,54.9826401285,68.58,74.99116612,510.3270168665,66.2635155976,67.4376032172,173.1689802422,74.35,101.852700491,22.75,67.1082466144,151.51,78.11,29.41,43.8470552764,164.5313743714,31.11,113.7460372987,197.8563515878,43.21,10.25,172.2689103982,18.1101646542
2021-10-25,179.8330443415,122.36,22.8603036876,136.0480741744,38.07,109.04,49.0710575927,159.64,55.491092467,68.74,75.5894998923,522.172556391,67.6225622152,68.6862627346,173.2788400255,74.6,102.9011841725,23.25,70.1464362081,153.44,80.18,30.66,44.456319598,164.5911604813,32.56,113.1585369748,198.9794624397,42.98,10.48,174.9838500603,18.0503293085
2021-10-26,179.1954798147,122.93,22.2017353579,132.85,37.47,108.94,47.9488091596,158.5,54.8430649768,68.47,73.5850817553,522.6819345661,67.6825201542,68.8660697051,173.7881899299,74.58,101.0039279869,22.92,69.7890021383,154.86,80.54,29.62,44.6960301508,163.7441905914,31.9,113.6962491357,195.7790934634,42.67,10.69,171.5602312953,17.900740944
2021-10-27,169.8113269358,122.28,21.8724511931,135.03,36.7,110.23,47.5614844791,157.01,54.0754016423,67.97,72.169025161,524.359886202,67.6525411847,68.1668203753,172.4498980242,73.84,99.0168017714,22.93,71.2485245902,184.06,81.37,31.09,44.9756924623,165.3085937997,31.6,113.2680709335,185.9593277846,42.84,10.86,180.5135433427,17.6115367728
2021-10-28,171.8037160821,121.16,22.0919739696,138.71,39.33,117.88,47.7501811183,159.0,56.7472688326,69.39,74.2233044457,549.0397581792,68.4319943919,69.505383378,179.5408476737,77.99,106.835494368,23.21,69.223064861,186.3,84.31,32.48,48.4514954774,169.2345483481,32.05,115.5184959032,186.7246334093,51.07,10.59,180.5035619469,17.6713721186
2021-10-29,172.8297964924,120.23,21.8724511931,140.78,39.78,119.59,48.6638701081,159.01,56.8270260621,69.44,73.8842486414,524.8193253404,68.4519803715,69.0258981233,182.9664754621,79.21,103.0609531145,23.27,70.9010192445,188.76,85.03,33.66,47.5825447236,166.5342090521,31.87,113.2182827704,187.48,49.57,10.27,179.6651246983,17.8708232711
2021-11-01,174.3240883521,125.23,22.8004338395,142.91,41.39,121.14,49.2100972215,163.26,57.8339610853,72.23,76.6864451414,528.6346677505,68.911657904,70.6241823056,187.1311599745,80.72,104.1294079137,23.49,72.340684248,193.17,87.5,33.85,47.6624482412,169.1946909415,33.39,113.63650334,187.47,53.41,10.35,185.0450970434,18.2697255763
2021-11-02,177.2628623428,127.63,22.4013015184,144.24,41.49,118.65,49.5179706855,177.34,53.9557657979,73.45,78.5612242944,535.3264986791,69.8609919383,70.6841179625,182.7667304015,81.5,102.1322961394,24.25,70.9010192445,198.53,87.61,32.57,48.3616040201,170.1413043478,34.37,113.6265457074,189.34,53.27,10.64,188.5485669751,18.2298353458
2021-11-03,178.1195896757,130.53,22.8203904555,146.12,43.0,116.83,50.0443349948,175.66,55.8799089611,77.71,79.5484750186,538.4027433448,69.2014546092,71.1735924933,184.5644359465,84.29,102.6415596419,23.95,70.1563649323,198.95,88.78,32.95,49.390361809,172.891465402,34.09,113.5269693813,189.19,55.35,10.68,191.2135996581,18.7284632272
2021-11-04,180.0422452019,137.5,23.3492407809,148.44,44.41,116.66,50.31,168.97,56.5478757587,82.04,82.6897273228,534.4176082097,71.4898492815,72.1625308311,184.2847928617,87.51,102.0524116684,23.99,69.9875766215,203.0,90.98,32.71,50.4590713568,170.7690585015,34.99,117.2909545077,191.11,56.17,10.76,197.7713767096,18.439259056
2021-11-05,183.4791164792,136.34,23.4689804772,145.34,44.41,116.31,50.92,171.36,57.1560246341,82.02,85.5218405114,545.613940256,71.8096249562,72.8418016086,174.1277565328,92.81,101.3234658708,24.0,70.1563649323,200.06,90.23,32.59,50.6987819095,163.475153097,35.19,117.3009121403,193.4,58.19,10.79,198.51,18.9179418222
2021-11-08,183.7580509596,150.16,23.7383947939,147.95,43.79,115.03,51.55,170.42,57.9735362371,83.68,83.9362560149,547.6814163788,72.9488257974,74.4800428954,175.1963926068,90.5,102.2021950515,23.99,69.8585032074,202.62,90.52,32.27,51.5877085427,167.1719275575,36.82,120.3977358819,192.36,59.21,11.18,208.01,19.0076948408
2021-11-09,184.2959960291,148.92,23.4689804772,148.47,43.6,114.1,51.2,168.52,57.2856301321,81.14,82.6897273228,552.7951737452,72.8888678584,75.5089383378,172.9892096877,89.91,101.2236102821,24.02,69.65,198.39,90.25,31.87,51.1082874372,163.5747966134,36.7,121.2640499189,190.79,59.77,11.23,205.0,18.3495060373
2021-11-10,180.1717504964,139.87,22.6407809111,145.18,42.54,110.99,50.76,166.69,55.0524277044,80.26,80.7351703335,536.9445234708,70.9202488608,73.3312761394,167.4662587635,86.33,98.038217002,24.02,67.93,195.11,88.16,31.29,49.4103376884,159.7385212299,35.92,117.6992174447,187.02,57.5,11.09,197.89,18.6287376509
2021-11-11,182.4032263402,146.01,23.0498915401,149.87,42.43,113.6,50.53,167.76,56.567815066,82.5,83.2681166359,553.9138081691,73.3685313705,74.4700536193,168.2252899936,88.27,101.3534225474,24.25,70.05,202.38,90.27,32.09,50.4490834171,161.4125323063,36.31,117.6892598121,188.6,57.57,11.4,208.78,19.057557629
2021-11-12,184.0867951688,147.89,23.2494577007,149.76,42.7,110.92,50.31,170.08,58.9705016066,82.46,83.1185331929,561.0850538508,73.4284893095,77.2171045576,172.3300509879,89.6,103.4404043516,23.99,69.0,202.98,89.94,32.09,51.1682150754,163.9733706792,36.59,118.1871414426,190.08,58.89,11.3,213.8,19.2570087816
2021-11-15,184.3557677035,146.49,23.3392624729,149.97,42.66,112.31,50.32,170.23,60.984371653,83.14,82.9789219794,562.2736029262,72.8688818787,76.6976621984,167.626054812,88.26,105.6472128622,24.15,69.38,206.94,89.82,31.53,51.0183959799,162.6281832071,36.81,117.6195563838,189.23,59.51,11.38,215.27,19.4664324918
2021-11-16,186.9558355394,152.45,24.0876355748,153.12,43.28,104.49,50.61,172.82,62.8187879329,84.99,84.0260060808,575.2677402967,73.7682509639,76.7276300268,167.7259273423,91.06,108.7427361124,24.36,69.41,210.1,91.45,31.32,51.3879497487,163.1861868992,37.04,117.5797258534,188.52,60.04,11.32,219.02,19.6259934138
2021-11-17,186.3282329583,151.34,24.3969631236,152.67,43.12,103.94,50.23,170.9,61.4928239914,82.66,82.6298939456,562.8628835603,73.5883771469,75.379077748,162.9919694073,90.46,106.2363608357,25.68,68.6,206.13,90.66,30.92,51.4478773869,162.3890387676,36.67,118.5555738491,189.57,59.0,11.3,216.18,19.4963501647
2021-11-18,187.3742372601,155.02,24.7761388286,153.82,43.05,103.43,49.68,164.81,59.7680739022,84.73,83.31,560.2660536476,75.097318612,76.9374048257,158.8172976418,90.33,107.4845556946,26.91,68.67,204.36,90.85,29.45,52.0671296482,162.5285396906,36.59,122.8672287691,193.47,58.05,11.48,220.57,19.2669813392
2021-11-19,188.081535407,155.41,25.2052060738,154.01,42.97,108.37,49.52,163.9,56.896813638,83.95,82.68,569.894299939,74.5277181914,82.9409597855,153.8636201402,90.02,106.6257976317,27.23,69.78,205.25,91.99,30.59,51.6076844221,160.1370952957,36.37,123.7335428061,195.16,56.77,11.68,220.87,19.0276399561
2021-11-22,184.7940933157,152.52,23.1596529284,151.52,42.6,108.16,49.83,164.2,59.5288022135,80.8,82.69,557.1798211746,72.6990010515,83.7700697051,150.1683365201,89.72,105.1878771541,26.87,70.78,198.91,90.58,30.07,50.6288663317,156.53,36.53,124.221466804,192.5,57.63,11.59,220.53,18.9777771679
2021-11-23,181.7556998676,149.92,23.3392624729,150.09,43.05,107.14,49.1,164.41,60.067163513,79.35,83.31,545.1744767324,73.1686715738,85.3184075067,147.971140854,91.59,105.2677616251,26.94,70.37,198.01,89.52,29.65,49.7798914573,156.8,36.11,120.8458293493,192.64,57.54,11.32,220.25,18.788298573
2021-11-24,181.7756237591,157.8,23.2195227766,151.55,43.45,108.28,49.76,164.35,59.8278918243,79.48,83.91,551.9062588905,73.8082229232,86.1175495979,147.3619184194,92.65,104.8184114759,27.31,71.13,197.77,89.51,30.02,49.3104582915,157.04,36.0,120.1985832297,193.6,57.21,11.41,230.05,18.6885729967
2021-11-26,177.3226340172,154.81,22.1817787419,149.01,41.12,105.92,48.78,157.77,57.4650838986,75.34,80.07,534.3676691729,71.939533824,83.330541555,144.2558827279,90.5,102.2321517281,26.62,68.94,192.64,85.35,28.47,47.4926532663,152.48,34.95,116.5939202251,188.26,53.69,11.13,223.95,18.17
2021-11-29,182.5028457975,161.91,22.3713665944,154.75,42.51,106.85,50.0,163.18,57.9735362371,78.71,84.4,563.6319447267,74.9674097441,86.0476246649,145.9936647546,94.76,103.72,27.48,70.97,198.03,88.2,29.76,49.1007115578,154.92,35.93,118.7746417665,194.38,55.16,11.43,233.08,17.91
2021-11-30,179.5640718068,158.37,21.5132321041,146.08,41.92,103.6,49.2,164.19,57.485023206,75.93,83.43,552.7851859378,71.1201086576,83.909919571,142.867654557,94.16,100.03,26.9,69.03,196.27,85.67,28.65,48.4814592965,151.66,35.48,116.6536660207,192.37,54.81,11.63,228.45,17.92
2021-12-01,180.1518266049,149.11,21.9921908894,148.66,42.35,101.64,48.6,162.4,58.4421099607,74.53,84.47,554.5230644178,70.9002628812,85.0586863271,141.4394773741,94.07,99.4,27.24,69.41,195.48,86.69,27.12,49.4203256281,150.17,36.2,120.1189221688,191.76,56.1,12.23,219.14,18.13
2021-12-02,180.63,150.68,22.2616052061,153.25,41.67,102.04,49.5,162.47,58.4022313459,75.45,84.24,553.7839666734,70.9802067999,82.7911206434,145.763957935,93.73,99.14,27.39,72.1,197.57,89.19,26.89,47.9221346734,149.7,37.57,121.1843888581,193.58,55.25,12.15,218.7,18.79
2021-12-03,180.79,144.01,22.7405639913,148.04,40.95,98.25,49.25,164.54,59.2197429489,74.25,85.27,543.9559642349,83.5314020329,81.5324718499,144.3457680051,92.88,97.7,27.11,75.04,193.14,85.94,24.44,47.2529427136,149.41,36.86,118.8244299296,193.38,53.44,12.08,217.06,18.42
2021-12-06,181.06,139.06,23.0,145.29,42.08,99.11,50.99,169.86,58.3224741164,75.09,83.95,509.5979069295,85.3701121626,82.3615817694,150.2482345443,92.96,90.09,26.97,75.96,193.29,85.33,24.4,48.0819417085,152.42,38.41,118.63523491,194.61,54.13,12.04,213.41,19.48
2021-12-07,186.64,144.85,24.49,153.2,44.32,101.2,52.57,169.12,64.9223848625,79.42,88.89,538.1230847389,91.4458499825,85.7379571046,156.3104971319,98.46,95.95,28.64,87.98,202.36,90.08,24.83,50.0695417085,157.32,38.5,121.8017620798,199.03,57.9,12.54,223.81,19.69
2021-12-08,186.26,145.24,24.42,152.96,44.6,100.71,51.75,170.92,67.8434933952,79.66,87.34,538.3528043081,91.2260042061,85.9277533512,160.6349776928,98.06,93.58,29.27,90.51,204.77,90.7,24.94,49.0707477387,160.08,38.5,121.2839651841,196.39,58.65,11.69,224.75,20.0
2021-12-09,183.68,138.1,23.57,146.65,42.72,96.64,50.48,170.62,68.0927347376,77.18,86.63,514.9613594798,89.9668874869,84.838922252,157.2293244105,95.32,89.54,28.95,88.44,201.13,87.48,23.22,47.5326050251,161.02,36.96,118.993709684,193.4,55.95,11.33,215.02,19.87
2021-12-10,183.43,138.55,23.39,146.89,43.12,97.2,50.59,166.93,66.2084701892,77.21,87.13,502.7962101199,88.9575955135,85.4482680965,157.419082218,92.29,87.82,28.86,89.75,201.39,87.21,23.39,48.331640201,162.48,36.91,118.6252772774,196.0,55.63,11.33,217.18,20.01
2021-12-13,178.47,133.8,22.4,142.28,41.41,97.07,50.0,166.7,57.1560246341,75.13,85.16,479.4247409063,86.5292989835,84.2595442359,155.1320012747,92.07,86.24,28.11,85.61,199.78,85.45,23.75,47.7323638191,159.51,36.78,115.9267588402,193.24,51.87,11.01,209.52,20.42
2021-12-14,176.28,135.6,22.26,143.22,41.39,95.32,49.7,168.52,55.0823366655,75.02,84.89,477.3372891689,85.2302103049,83.2006809651,155.4416061185,91.87,87.2,28.18,85.46,197.58,86.04,21.19,47.5425929648,159.38,36.26,115.7973096163,190.27,51.59,11.08,209.81,19.72
2021-12-15,179.53,146.5,23.06,142.54,43.15,95.18,50.67,170.57,58.4221706533,77.2,87.94,489.8020727494,88.3080511742,85.5681394102,156.7,96.0,89.79,28.7,87.16,203.44,88.43,21.85,49.69,159.94,38.41,119.8898966188,193.44,53.69,11.47,217.73,20.01
2021-12-16,172.6,138.64,21.71,133.43,41.16,91.2,50.83,165.18,54.444278829,70.73,84.53,474.9202397887,83.5314020329,82.6013243968,148.55,90.96,86.36,27.51,84.77,196.91,83.58,20.76,46.69,146.39,36.84,116.57,188.24,51.28,11.01,199.78,19.25
2021-12-17,170.11,137.75,22.14,132.96,41.76,93.16,50.62,165.77,55.8699393074,72.11,84.36,482.4011074985,83.9710935857,82.9109919571,153.87,91.62,87.37,27.43,87.69,197.87,84.79,21.44,46.79,151.7,36.52,116.32,186.3,51.14,11.07,200.14,19.77
2021-12-20,168.32,135.8,21.77,129.84,40.99,85.76,49.6,162.65,56.7771777936,70.36,82.6,476.8978256452,84.1109954434,81.9420321716,150.64,90.53,85.98,27.3,88.88,196.15,82.89,19.86,46.92,149.91,36.41,114.94,184.24,50.21,10.93,196.15,19.08
2021-12-21,172.08,144.25,22.6,132.96,43.03,89.12,50.77,167.39,56.797117101,74.0,85.34,484.8581081081,86.2395022783,90.5827560322,157.26,93.99,87.44,28.31,88.71,198.33,85.17,20.75,47.99,152.63,37.2,117.44,186.37,53.42,11.42,206.43,19.39
2021-12-22,172.29,143.88,22.88,133.47,44.12,87.92,50.97,167.41,55.85,74.73,86.37,492.1991465149,88.2281072555,90.2431206434,158.48,96.71,88.69,29.1,90.3,201.78,86.26,20.56,48.41,152.42,38.28,121.3,186.93,54.62,11.63,215.0,19.44
2021-12-23,172.66,146.14,23.13,136.78,44.51,87.37,51.31,168.9,55.98,75.67,86.93,494.9957325747,87.6185348756,94.3187453083,159.43,99.11,89.37,28.96,92.07,205.13,86.91,20.73,48.59,153.42,38.4,120.68,187.4,56.18,11.58,216.11,19.38
2021-12-27,175.47,154.36,23.71,140.94,45.93,87.86,51.94,171.91,58.67,79.54,89.35,510.4668461695,90.746340694,94.3287345845,161.35,102.27,94.09,29.68,93.88,208.07,90.2,20.91,50.1,155.36,39.865,122.7,191.84,59.2,11.81,222.78,19.5
2021-12-28,174.38,153.15,23.93,139.51,45.25,87.35,51.76,170.87,58.54,78.13,88.03,497.472708799,87.9283175605,92.8403324397,163.97,99.52,91.81,29.25,93.08,204.97,89.05,20.48,49.57,155.94,39.22,122.06,191.1,57.34,11.69,220.27,19.1
2021-12-29,175.52,148.26,24.81,138.9,46.04,87.18,51.83,172.52,59.54,77.9,88.24,497.7124161756,88.4779320014,96.0668686327,167.5,101.04,93.13,29.46,94.34,206.99,89.81,20.22,49.58,156.37,39.34,121.41,190.81,57.86,11.7,217.62,18.85
2021-12-30,174.78,145.15,24.6,138.24,45.57,88.04,51.74,172.27,59.48,76.68,87.08,491.5,87.3787031195,93.7893136729,165.35,100.89,92.69,29.03,94.07,206.19,88.53,21.01,49.19,155.8,39.19,120.42,189.41,57.47,11.64,213.89,18.96
2021-12-31,175.77,143.9,24.79,138.58,45.72,87.16,51.5,172.14,60.54,77.06,87.06,493.33,87.4286680687,93.15,165.03,101.23,92.89,29.39,95.03,206.42,88.93,20.87,48.88,155.14,39.68,120.31,188.47,57.36,11.7,212.03,18.91
2022-01-03,177.15,150.24,26.24,138.39,46.74,88.58,53.21,173.81,65.37,78.55,88.0,494.85,89.3673080967,95.75,171.41,103.61,92.54,29.32,94.97,204.51,89.98,21.55,50.2,159.78,40.22,128.8,190.6,58.47,11.64,221.27,19.54
2022-01-04,175.55,144.42,25.84,139.22,44.94,87.28,53.14,174.56,64.59,74.23,87.47,491.25,88.3080511742,96.34,175.26,102.94,91.53,28.98,93.9,205.34,89.45,21.53,49.64,161.25,40.28,133.4,190.8,59.41,11.51,214.89,19.64
2022-01-05,172.84,136.15,25.05,132.09,42.73,83.51,53.87,169.48,59.76,69.05,84.52,460.53,84.0610304942,94.4,166.11,97.37,86.63,27.91,91.13,196.69,83.17,19.78,48.36,158.08,39.67,127.06,186.82,55.33,11.14,201.66,19.13
2022-01-06,173.39,136.23,25.2,134.97,45.73,83.97,54.01,167.24,61.39,70.97,85.3,465.61,85.53,95.65,164.74,98.94,87.75,28.13,92.01,197.27,84.93,19.15,49.12,158.14,40.05,128.47,186.76,57.02,11.51,204.04,18.95
